"","tpr","fpr","tdr","shd","method","is_directed","subj","sim"
"63522",0.8,0.4,0.571428571428571,4,"arges","undirected",36,23
"73522",0.6,0.45,0.25,8,"arges","directed",36,23
"23622",1,0.133333333333333,0.833333333333333,1,"pc","undirected",37,23
"33622",0.6,0.15,0.5,3,"pc","directed",37,23
"43622",1,0.266666666666667,0.714285714285714,2,"ges","undirected",37,23
"53622",0.6,0.3,0.333333333333333,6,"ges","directed",37,23
"63622",1,0.266666666666667,0.714285714285714,2,"arges","undirected",37,23
"73622",0.6,0.3,0.333333333333333,6,"arges","directed",37,23
"23722",1,0.133333333333333,0.833333333333333,1,"pc","undirected",38,23
"33722",1,0.1,0.714285714285714,2,"pc","directed",38,23
"43722",1,0.4,0.625,3,"ges","undirected",38,23
"53722",0.8,0.3,0.4,6,"ges","directed",38,23
"63722",1,0.133333333333333,0.833333333333333,1,"arges","undirected",38,23
"73722",0.8,0.2,0.5,4,"arges","directed",38,23
"23822",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",39,23
"33822",0.8,0.4,0.333333333333333,7,"pc","directed",39,23
"43822",1,0.266666666666667,0.714285714285714,2,"ges","undirected",39,23
"53822",1,0.3,0.454545454545455,5,"ges","directed",39,23
"63822",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",39,23
"73822",0.8,0.4,0.333333333333333,7,"arges","directed",39,23
"23922",1,0.133333333333333,0.833333333333333,1,"pc","undirected",40,23
"33922",1,0.2,0.555555555555556,4,"pc","directed",40,23
"43922",1,0,1,0,"ges","undirected",40,23
"53922",1,0.15,0.625,3,"ges","directed",40,23
"63922",1,0,1,0,"arges","undirected",40,23
"73922",1,0.15,0.625,3,"arges","directed",40,23
"24022",0.8,0,1,1,"pc","undirected",41,23
"34022",0.8,0.2,0.5,5,"pc","directed",41,23
"44022",1,0,1,0,"ges","undirected",41,23
"54022",1,0.15,0.625,3,"ges","directed",41,23
"64022",1,0,1,0,"arges","undirected",41,23
"74022",1,0.15,0.625,3,"arges","directed",41,23
"24126",1,0,1,0,"pc","undirected",42,23
"34126",1,0.15,0.625,3,"pc","directed",42,23
"44126",1,0.133333333333333,0.833333333333333,1,"ges","undirected",42,23
"54126",1,0.2,0.555555555555556,4,"ges","directed",42,23
"64126",1,0.133333333333333,0.833333333333333,1,"arges","undirected",42,23
"74126",1,0.2,0.555555555555556,4,"arges","directed",42,23
"24224",1,0,1,0,"pc","undirected",43,23
"34224",0.8,0.1,0.666666666666667,2,"pc","directed",43,23
"44224",1,0.133333333333333,0.833333333333333,1,"ges","undirected",43,23
"54224",1,0.25,0.5,4,"ges","directed",43,23
"64224",1,0.133333333333333,0.833333333333333,1,"arges","undirected",43,23
"74224",1,0.25,0.5,4,"arges","directed",43,23
"24322",0.4,0.4,0.4,6,"pc","undirected",44,23
"34322",0,0.3,0,8,"pc","directed",44,23
"44322",0.6,0.666666666666667,0.375,7,"ges","undirected",44,23
"54322",0.6,0.5,0.230769230769231,9,"ges","directed",44,23
"64322",0.4,0.533333333333333,0.333333333333333,7,"arges","undirected",44,23
"74322",0.4,0.5,0.166666666666667,9,"arges","directed",44,23
"24422",1,0,1,0,"pc","undirected",45,23
"34422",1,0.15,0.625,3,"pc","directed",45,23
"44422",1,0.133333333333333,0.833333333333333,1,"ges","undirected",45,23
"54422",1,0.15,0.625,3,"ges","directed",45,23
"64422",1,0.133333333333333,0.833333333333333,1,"arges","undirected",45,23
"74422",1,0.15,0.625,3,"arges","directed",45,23
"24522",1,0,1,0,"pc","undirected",46,23
"34522",1,0.15,0.625,3,"pc","directed",46,23
"44522",1,0.266666666666667,0.714285714285714,2,"ges","undirected",46,23
"54522",0.6,0.3,0.333333333333333,6,"ges","directed",46,23
"64522",1,0,1,0,"arges","undirected",46,23
"74522",1,0.15,0.625,3,"arges","directed",46,23
"24622",1,0.133333333333333,0.833333333333333,1,"pc","undirected",47,23
"34622",0.6,0.15,0.5,3,"pc","directed",47,23
"44622",0.8,0.533333333333333,0.5,5,"ges","undirected",47,23
"54622",0.4,0.4,0.2,9,"ges","directed",47,23
"64622",0.8,0.533333333333333,0.5,5,"arges","undirected",47,23
"74622",0.4,0.4,0.2,9,"arges","directed",47,23
"24722",1,0.266666666666667,0.714285714285714,2,"pc","undirected",48,23
"34722",0.8,0.15,0.571428571428571,3,"pc","directed",48,23
"44722",1,0.4,0.625,3,"ges","undirected",48,23
"54722",0.6,0.35,0.3,6,"ges","directed",48,23
"64722",1,0.4,0.625,3,"arges","undirected",48,23
"74722",0.6,0.35,0.3,6,"arges","directed",48,23
"24822",1,0,1,0,"pc","undirected",49,23
"34822",1,0.15,0.625,3,"pc","directed",49,23
"44822",1,0,1,0,"ges","undirected",49,23
"54822",1,0.15,0.625,3,"ges","directed",49,23
"64822",1,0,1,0,"arges","undirected",49,23
"74822",1,0.15,0.625,3,"arges","directed",49,23
"24922",0.6,0.266666666666667,0.6,4,"pc","undirected",50,23
"34922",0.6,0.1,0.6,4,"pc","directed",50,23
"44922",0.8,0.4,0.571428571428571,4,"ges","undirected",50,23
"54922",0.4,0.35,0.222222222222222,7,"ges","directed",50,23
"64922",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",50,23
"74922",0.8,0.2,0.5,4,"arges","directed",50,23
"2505",1,0.266666666666667,0.714285714285714,2,"pc","undirected",1,24
"3505",0.8,0.15,0.571428571428571,3,"pc","directed",1,24
"4505",0.8,0.533333333333333,0.5,5,"ges","undirected",1,24
"5505",0.8,0.3,0.4,6,"ges","directed",1,24
"6505",0.8,0.533333333333333,0.5,5,"arges","undirected",1,24
"7505",0.8,0.3,0.4,6,"arges","directed",1,24
"21109",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",2,24
"31109",0.6,0.15,0.5,4,"pc","directed",2,24
"41109",0.8,0.4,0.571428571428571,4,"ges","undirected",2,24
"51109",0.4,0.35,0.222222222222222,7,"ges","directed",2,24
"61109",0.8,0.133333333333333,0.8,2,"arges","undirected",2,24
"71109",0.6,0.25,0.375,5,"arges","directed",2,24
"22107",0.6,0.266666666666667,0.6,4,"pc","undirected",3,24
"32107",0.4,0.15,0.4,5,"pc","directed",3,24
"42107",1,0.4,0.625,3,"ges","undirected",3,24
"52107",0.8,0.45,0.307692307692308,7,"ges","directed",3,24
"62107",0.6,0.4,0.5,5,"arges","undirected",3,24
"72107",0.6,0.45,0.25,8,"arges","directed",3,24
"23107",0.6,0.4,0.5,5,"pc","undirected",4,24
"33107",0.6,0.3,0.333333333333333,7,"pc","directed",4,24
"43107",0.8,0.533333333333333,0.5,5,"ges","undirected",4,24
"53107",0.8,0.3,0.4,6,"ges","directed",4,24
"63107",0.8,0.533333333333333,0.5,5,"arges","undirected",4,24
"73107",0.6,0.45,0.25,8,"arges","directed",4,24
"24107",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",5,24
"34107",0.6,0.2,0.428571428571429,5,"pc","directed",5,24
"44107",1,0.4,0.625,3,"ges","undirected",5,24
"54107",0.6,0.35,0.3,7,"ges","directed",5,24
"64107",0.6,0.4,0.5,5,"arges","undirected",5,24
"74107",0.6,0.25,0.375,6,"arges","directed",5,24
"2527",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",6,24
"3527",0.6,0.25,0.375,5,"pc","directed",6,24
"4527",1,0.266666666666667,0.714285714285714,2,"ges","undirected",6,24
"5527",0.8,0.35,0.363636363636364,6,"ges","directed",6,24
"6527",1,0.133333333333333,0.833333333333333,1,"arges","undirected",6,24
"7527",0.8,0.3,0.4,5,"arges","directed",6,24
"2625",1,0.266666666666667,0.714285714285714,2,"pc","undirected",7,24
"3625",1,0.25,0.5,5,"pc","directed",7,24
"4625",1,0.266666666666667,0.714285714285714,2,"ges","undirected",7,24
"5625",0.8,0.25,0.444444444444444,4,"ges","directed",7,24
"6625",1,0,1,0,"arges","undirected",7,24
"7625",0.8,0.2,0.5,4,"arges","directed",7,24
"2723",0.8,0.133333333333333,0.8,2,"pc","undirected",8,24
"3723",0.8,0.3,0.4,6,"pc","directed",8,24
"4723",1,0.133333333333333,0.833333333333333,1,"ges","undirected",8,24
"5723",1,0.2,0.555555555555556,4,"ges","directed",8,24
"6723",0.8,0.133333333333333,0.8,2,"arges","undirected",8,24
"7723",0.6,0.2,0.428571428571429,5,"arges","directed",8,24
"2823",1,0.266666666666667,0.714285714285714,2,"pc","undirected",9,24
"3823",0.8,0.25,0.444444444444444,5,"pc","directed",9,24
"4823",1,0.4,0.625,3,"ges","undirected",9,24
"5823",0.6,0.35,0.3,7,"ges","directed",9,24
"6823",1,0.4,0.625,3,"arges","undirected",9,24
"7823",0.8,0.3,0.4,6,"arges","directed",9,24
"2923",0.8,0.4,0.571428571428571,4,"pc","undirected",10,24
"3923",0.6,0.2,0.428571428571429,5,"pc","directed",10,24
"4923",1,0.533333333333333,0.555555555555556,4,"ges","undirected",10,24
"5923",0.8,0.5,0.285714285714286,8,"ges","directed",10,24
"6923",0.6,0.266666666666667,0.6,4,"arges","undirected",10,24
"7923",0.4,0.3,0.25,6,"arges","directed",10,24
"21023",1,0,1,0,"pc","undirected",11,24
"31023",0.8,0.1,0.666666666666667,2,"pc","directed",11,24
"41023",1,0.266666666666667,0.714285714285714,2,"ges","undirected",11,24
"51023",0.8,0.3,0.4,6,"ges","directed",11,24
"61023",0.8,0.133333333333333,0.8,2,"arges","undirected",11,24
"71023",0.8,0.3,0.4,6,"arges","directed",11,24
"21127",0.8,0.133333333333333,0.8,2,"pc","undirected",12,24
"31127",0.4,0.2,0.333333333333333,5,"pc","directed",12,24
"41127",1,0.266666666666667,0.714285714285714,2,"ges","undirected",12,24
"51127",0.8,0.25,0.444444444444444,5,"ges","directed",12,24
"61127",0.8,0,1,1,"arges","undirected",12,24
"71127",0.8,0.2,0.5,5,"arges","directed",12,24
"21225",0.6,0.4,0.5,5,"pc","undirected",13,24
"31225",0.6,0.15,0.5,5,"pc","directed",13,24
"41225",0.6,0.266666666666667,0.6,4,"ges","undirected",13,24
"51225",0.6,0.25,0.375,6,"ges","directed",13,24
"61225",0.6,0.266666666666667,0.6,4,"arges","undirected",13,24
"71225",0.6,0.25,0.375,6,"arges","directed",13,24
"21323",0.8,0.4,0.571428571428571,4,"pc","undirected",14,24
"31323",0.6,0.25,0.375,6,"pc","directed",14,24
"41323",0.4,0.666666666666667,0.285714285714286,8,"ges","undirected",14,24
"51323",0.4,0.35,0.222222222222222,9,"ges","directed",14,24
"61323",0.6,0.133333333333333,0.75,3,"arges","undirected",14,24
"71323",0.6,0.25,0.375,6,"arges","directed",14,24
"21423",1,0.133333333333333,0.833333333333333,1,"pc","undirected",15,24
"31423",1,0.2,0.555555555555556,4,"pc","directed",15,24
"41423",1,0.266666666666667,0.714285714285714,2,"ges","undirected",15,24
"51423",0.8,0.25,0.444444444444444,4,"ges","directed",15,24
"61423",1,0,1,0,"arges","undirected",15,24
"71423",1,0.15,0.625,3,"arges","directed",15,24
"21523",0.8,0.4,0.571428571428571,4,"pc","undirected",16,24
"31523",0.8,0.5,0.285714285714286,8,"pc","directed",16,24
"41523",1,0.4,0.625,3,"ges","undirected",16,24
"51523",0.6,0.35,0.3,7,"ges","directed",16,24
"61523",1,0.4,0.625,3,"arges","undirected",16,24
"71523",0.6,0.35,0.3,7,"arges","directed",16,24
"21623",0.6,0.4,0.5,5,"pc","undirected",17,24
"31623",0.2,0.3,0.142857142857143,7,"pc","directed",17,24
"41623",0.6,0.533333333333333,0.428571428571429,6,"ges","undirected",17,24
"51623",0.4,0.35,0.222222222222222,8,"ges","directed",17,24
"61623",0.4,0.4,0.4,6,"arges","undirected",17,24
"71623",0.2,0.35,0.125,8,"arges","directed",17,24
"21723",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",18,24
"31723",0.6,0.3,0.333333333333333,6,"pc","directed",18,24
"41723",0.8,0.4,0.571428571428571,4,"ges","undirected",18,24
"51723",0.6,0.3,0.333333333333333,6,"ges","directed",18,24
"61723",0.8,0.666666666666667,0.444444444444444,6,"arges","undirected",18,24
"71723",0.6,0.55,0.214285714285714,9,"arges","directed",18,24
"21823",0.8,0.533333333333333,0.5,5,"pc","undirected",19,24
"31823",0.4,0.5,0.166666666666667,9,"pc","directed",19,24
"41823",0.8,0.533333333333333,0.5,5,"ges","undirected",19,24
"51823",0.4,0.4,0.2,8,"ges","directed",19,24
"61823",0.4,0.266666666666667,0.5,5,"arges","undirected",19,24
"71823",0.4,0.3,0.25,7,"arges","directed",19,24
"21923",1,0.266666666666667,0.714285714285714,2,"pc","undirected",20,24
"31923",1,0.25,0.5,5,"pc","directed",20,24
"41923",1,0.266666666666667,0.714285714285714,2,"ges","undirected",20,24
"51923",0.6,0.3,0.333333333333333,5,"ges","directed",20,24
"61923",1,0.266666666666667,0.714285714285714,2,"arges","undirected",20,24
"71923",0.6,0.3,0.333333333333333,5,"arges","directed",20,24
"22023",0.6,0.266666666666667,0.6,4,"pc","undirected",21,24
"32023",0.4,0.15,0.4,5,"pc","directed",21,24
"42023",1,0.533333333333333,0.555555555555556,4,"ges","undirected",21,24
"52023",0.8,0.5,0.285714285714286,8,"ges","directed",21,24
"62023",1,0.4,0.625,3,"arges","undirected",21,24
"72023",0.8,0.45,0.307692307692308,7,"arges","directed",21,24
"22127",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",22,24
"32127",0.6,0.15,0.5,4,"pc","directed",22,24
"42127",0.8,0.533333333333333,0.5,5,"ges","undirected",22,24
"52127",0.8,0.45,0.307692307692308,8,"ges","directed",22,24
"62127",0.8,0.533333333333333,0.5,5,"arges","undirected",22,24
"72127",0.8,0.3,0.4,6,"arges","directed",22,24
"22225",1,0,1,0,"pc","undirected",23,24
"32225",1,0.25,0.5,5,"pc","directed",23,24
"42225",1,0.266666666666667,0.714285714285714,2,"ges","undirected",23,24
"52225",0.6,0.4,0.272727272727273,7,"ges","directed",23,24
"62225",1,0.133333333333333,0.833333333333333,1,"arges","undirected",23,24
"72225",0.6,0.35,0.3,6,"arges","directed",23,24
"22323",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",24,24
"32323",0.8,0.25,0.444444444444444,5,"pc","directed",24,24
"42323",0.8,0.4,0.571428571428571,4,"ges","undirected",24,24
"52323",0.8,0.35,0.363636363636364,6,"ges","directed",24,24
"62323",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",24,24
"72323",0.8,0.3,0.4,5,"arges","directed",24,24
"22423",0.6,0.4,0.5,5,"pc","undirected",25,24
"32423",0.4,0.2,0.333333333333333,6,"pc","directed",25,24
"42423",0.6,0.666666666666667,0.375,7,"ges","undirected",25,24
"52423",0.6,0.65,0.1875,10,"ges","directed",25,24
"62423",0.6,0.533333333333333,0.428571428571429,6,"arges","undirected",25,24
"72423",0.6,0.55,0.214285714285714,9,"arges","directed",25,24
"22523",1,0.133333333333333,0.833333333333333,1,"pc","undirected",26,24
"32523",0.8,0.15,0.571428571428571,3,"pc","directed",26,24
"42523",1,0.266666666666667,0.714285714285714,2,"ges","undirected",26,24
"52523",0.8,0.25,0.444444444444444,5,"ges","directed",26,24
"62523",1,0.266666666666667,0.714285714285714,2,"arges","undirected",26,24
"72523",0.8,0.25,0.444444444444444,5,"arges","directed",26,24
"22623",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",27,24
"32623",0.8,0.2,0.5,4,"pc","directed",27,24
"42623",1,0.533333333333333,0.555555555555556,4,"ges","undirected",27,24
"52623",0.8,0.5,0.285714285714286,8,"ges","directed",27,24
"62623",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",27,24
"72623",0.6,0.3,0.333333333333333,6,"arges","directed",27,24
"22723",0.6,0.4,0.5,5,"pc","undirected",28,24
"32723",0,0.3,0,8,"pc","directed",28,24
"42723",0.6,0.533333333333333,0.428571428571429,6,"ges","undirected",28,24
"52723",0.4,0.35,0.222222222222222,7,"ges","directed",28,24
"62723",0.6,0.533333333333333,0.428571428571429,6,"arges","undirected",28,24
"72723",0.4,0.35,0.222222222222222,7,"arges","directed",28,24
"22823",0.6,0.4,0.5,5,"pc","undirected",29,24
"32823",0.4,0.4,0.2,8,"pc","directed",29,24
"42823",0.8,0.533333333333333,0.5,5,"ges","undirected",29,24
"52823",0.6,0.5,0.230769230769231,9,"ges","directed",29,24
"62823",0.6,0.4,0.5,5,"arges","undirected",29,24
"72823",0.4,0.4,0.2,8,"arges","directed",29,24
"22923",0.6,0.133333333333333,0.75,3,"pc","undirected",30,24
"32923",0.6,0.15,0.5,4,"pc","directed",30,24
"42923",0.8,0.4,0.571428571428571,4,"ges","undirected",30,24
"52923",0.2,0.4,0.111111111111111,8,"ges","directed",30,24
"62923",0.8,0.4,0.571428571428571,4,"arges","undirected",30,24
"72923",0.2,0.4,0.111111111111111,8,"arges","directed",30,24
"23023",0.6,0.533333333333333,0.428571428571429,6,"pc","undirected",31,24
"33023",0.2,0.3,0.142857142857143,8,"pc","directed",31,24
"43023",0.8,0.533333333333333,0.5,5,"ges","undirected",31,24
"53023",0.2,0.45,0.1,9,"ges","directed",31,24
"63023",0.8,0.533333333333333,0.5,5,"arges","undirected",31,24
"73023",0.2,0.45,0.1,9,"arges","directed",31,24
"23127",0.6,0.4,0.5,5,"pc","undirected",32,24
"33127",0.6,0.15,0.5,5,"pc","directed",32,24
"43127",1,0.4,0.625,3,"ges","undirected",32,24
"53127",0.8,0.3,0.4,6,"ges","directed",32,24
"63127",0.6,0.4,0.5,5,"arges","undirected",32,24
"73127",0.6,0.35,0.3,7,"arges","directed",32,24
"23225",0.8,0.133333333333333,0.8,2,"pc","undirected",33,24
"33225",0.8,0.3,0.4,6,"pc","directed",33,24
"43225",1,0.133333333333333,0.833333333333333,1,"ges","undirected",33,24
"53225",0.8,0.25,0.444444444444444,5,"ges","directed",33,24
"63225",1,0.133333333333333,0.833333333333333,1,"arges","undirected",33,24
"73225",0.8,0.25,0.444444444444444,5,"arges","directed",33,24
"23323",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",34,24
"33323",0.8,0.2,0.5,4,"pc","directed",34,24
"43323",1,0.4,0.625,3,"ges","undirected",34,24
"53323",0.6,0.35,0.3,7,"ges","directed",34,24
"63323",1,0.4,0.625,3,"arges","undirected",34,24
"73323",0.6,0.35,0.3,7,"arges","directed",34,24
"23423",0.6,0.133333333333333,0.75,3,"pc","undirected",35,24
"33423",0.6,0.1,0.6,4,"pc","directed",35,24
"43423",1,0.533333333333333,0.555555555555556,4,"ges","undirected",35,24
"53423",1,0.45,0.357142857142857,7,"ges","directed",35,24
"63423",0.6,0.133333333333333,0.75,3,"arges","undirected",35,24
"73423",0.6,0.25,0.375,6,"arges","directed",35,24
"23523",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",36,24
"33523",0.4,0.25,0.285714285714286,5,"pc","directed",36,24
"43523",0.8,0.266666666666667,0.666666666666667,3,"ges","undirected",36,24
"53523",0.6,0.35,0.3,6,"ges","directed",36,24
"63523",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",36,24
"73523",0.6,0.35,0.3,6,"arges","directed",36,24
"23623",0.8,0.133333333333333,0.8,2,"pc","undirected",37,24
"33623",0.4,0.15,0.4,4,"pc","directed",37,24
"43623",0.8,0.4,0.571428571428571,4,"ges","undirected",37,24
"53623",0.6,0.35,0.3,7,"ges","directed",37,24
"63623",0.8,0.133333333333333,0.8,2,"arges","undirected",37,24
"73623",0.8,0.3,0.4,6,"arges","directed",37,24
"23723",1,0.266666666666667,0.714285714285714,2,"pc","undirected",38,24
"33723",0.8,0.2,0.5,4,"pc","directed",38,24
"43723",1,0.266666666666667,0.714285714285714,2,"ges","undirected",38,24
"53723",0.8,0.25,0.444444444444444,4,"ges","directed",38,24
"63723",1,0.133333333333333,0.833333333333333,1,"arges","undirected",38,24
"73723",0.8,0.3,0.4,5,"arges","directed",38,24
"23823",0.2,0.666666666666667,0.166666666666667,9,"pc","undirected",39,24
"33823",0.2,0.25,0.166666666666667,9,"pc","directed",39,24
"43823",0.4,0.666666666666667,0.285714285714286,8,"ges","undirected",39,24
"53823",0.2,0.45,0.1,9,"ges","directed",39,24
"63823",0,0.533333333333333,0,9,"arges","undirected",39,24
"73823",0,0.4,0,9,"arges","directed",39,24
"23923",0.4,0.666666666666667,0.285714285714286,8,"pc","undirected",40,24
"33923",0.4,0.35,0.222222222222222,8,"pc","directed",40,24
"43923",0.6,0.666666666666667,0.375,7,"ges","undirected",40,24
"53923",0.2,0.55,0.0833333333333333,10,"ges","directed",40,24
"63923",0.2,0.533333333333333,0.2,8,"arges","undirected",40,24
"73923",0.2,0.45,0.1,9,"arges","directed",40,24
"24023",0.6,0.4,0.5,5,"pc","undirected",41,24
"34023",0.6,0.3,0.333333333333333,7,"pc","directed",41,24
"44023",0.8,0.533333333333333,0.5,5,"ges","undirected",41,24
"54023",0.6,0.35,0.3,7,"ges","directed",41,24
"64023",0.8,0.533333333333333,0.5,5,"arges","undirected",41,24
"74023",0.4,0.4,0.2,8,"arges","directed",41,24
"24127",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",42,24
"34127",0.4,0.2,0.333333333333333,5,"pc","directed",42,24
"44127",0.8,0.533333333333333,0.5,5,"ges","undirected",42,24
"54127",0.4,0.4,0.2,8,"ges","directed",42,24
"64127",0.8,0.266666666666667,0.666666666666667,3,"arges","undirected",42,24
"74127",0.8,0.4,0.333333333333333,7,"arges","directed",42,24
"24225",0.6,0.266666666666667,0.6,4,"pc","undirected",43,24
"34225",0.6,0.1,0.6,4,"pc","directed",43,24
"44225",0.8,0.4,0.571428571428571,4,"ges","undirected",43,24
"54225",0.6,0.4,0.272727272727273,7,"ges","directed",43,24
"64225",0.6,0.266666666666667,0.6,4,"arges","undirected",43,24
"74225",0.4,0.3,0.25,7,"arges","directed",43,24
"24323",1,0.133333333333333,0.833333333333333,1,"pc","undirected",44,24
"34323",0.8,0.25,0.444444444444444,4,"pc","directed",44,24
"44323",1,0.4,0.625,3,"ges","undirected",44,24
"54323",0.4,0.4,0.2,7,"ges","directed",44,24
"64323",1,0.133333333333333,0.833333333333333,1,"arges","undirected",44,24
"74323",0.8,0.3,0.4,5,"arges","directed",44,24
"24423",0.8,0.133333333333333,0.8,2,"pc","undirected",45,24
"34423",0.4,0.2,0.333333333333333,5,"pc","directed",45,24
"44423",0.8,0,1,1,"ges","undirected",45,24
"54423",0.8,0.2,0.5,5,"ges","directed",45,24
"64423",0.8,0,1,1,"arges","undirected",45,24
"74423",0.8,0.2,0.5,5,"arges","directed",45,24
"24523",0.8,0.266666666666667,0.666666666666667,3,"pc","undirected",46,24
"34523",0.8,0.2,0.5,5,"pc","directed",46,24
"44523",0.8,0.4,0.571428571428571,4,"ges","undirected",46,24
